ID,ID_DEPARTAMENTO,ACUMULADO_VENTAS,ID_OPERACION,ACUMULADO_GANANCIAS
1003,7,3626.0,143,492.0122
980,5,22.0,140,8.0769
1004,6,373.0,143,128.65
1006,10,149.0,143,38.2078
981,8,44.0,140,7.68
1005,12,77.0,143,27.45
1007,11,61.0,143,18.67
1011,7,725.0,144,91.0911
982,11,22.0,140,6.83
1008,9,588.0,143,124.7978
1009,8,430.0,143,86.02
1012,6,157.0,144,49.9
1013,1,3.0,144,3.0
983,9,266.0,140,48.4058
1014,11,41.0,144,12.15
1015,10,97.0,144,29.3566
1016,9,446.0,144,93.248
1017,8,115.0,144,25.0
1018,6,291.0,145,116.6621
1032,9,501.0,147,93.3208
1019,12,14.0,145,5.64
1022,10,175.0,145,44.4476
984,6,441.0,141,155.9621
1020,7,730.0,145,137.26
985,12,30.0,141,11.12
986,1,1.0,141,1.0
987,11,103.0,141,29.91
1023,14,20.0,145,5.5
988,10,92.0,141,22.911
989,7,1075.0,141,149.39
1024,11,19.0,145,6.32
1010,14,40.0,143,15.5
1033,6,357.0,147,102.57
1031,14,20.0,146,5.5
990,9,477.0,141,96.96
1025,12,37.0,146,14.27
1026,6,274.0,146,134.2021
1027,10,108.0,146,26.774
1021,9,304.0,145,56.5988
1034,12,4.0,147,2.02
1036,7,1005.0,147,133.78
1035,10,65.0,147,16.3515
1037,11,39.0,147,10.94
1038,8,132.0,147,26.22
1028,7,1010.0,146,142.6684
1040,6,263.0,148,117.85
1041,5,27.0,148,7.1653
1045,9,714.0,148,130.962
1042,14,40.0,148,11.0
1043,8,340.0,148,55.4435
1048,7,3710.0,149,517.8246
1029,9,311.0,146,59.263
1046,10,22.0,148,6.44
1030,11,17.0,146,4.11
1047,1,58.0,148,58.0
1044,7,1310.0,148,197.87
1039,14,20.0,147,5.5
1049,11,105.0,149,31.43
1050,12,53.0,149,19.6
1051,6,250.0,149,91.64
1052,8,147.0,149,32.347
1054,9,557.0,149,121.428
991,8,192.0,141,50.96
1053,10,22.0,149,4.9936
1056,6,342.0,150,155.17
1057,12,55.0,150,24.82
992,14,20.0,141,10.0
1058,7,4535.0,150,697.0836
1059,10,121.0,150,30.3142
1060,9,474.0,150,110.9066
1061,8,153.0,150,37.0
993,6,581.0,142,173.15
994,10,133.0,142,29.0676
995,7,6310.0,142,944.14
1062,5,304.0,150,44.94
1063,1,20.0,150,20.0
996,12,56.0,142,13.65
1055,1,8.0,149,8.0
1064,10,82.0,151,20.5868
1065,11,113.0,151,30.31
997,11,244.0,142,67.31
1066,9,152.0,151,25.3932
1067,6,210.0,151,83.42
1068,1,12.0,151,12.0
1069,7,1660.0,151,289.14
998,9,940.0,142,179.409
1072,10,44.0,152,11.81
1070,14,30.0,151,15.0
1071,12,43.0,151,13.47
1073,7,535.0,152,92.6179
999,8,241.0,142,53.0
1074,8,129.0,152,21.02
1077,6,261.0,153,140.12
1075,6,57.0,152,24.17
1000,5,80.0,142,22.87
1078,12,9.0,153,4.3
1079,7,735.0,153,112.0864
1080,9,508.0,153,93.2656
1076,9,249.0,152,53.1224
1081,14,10.0,153,5.0
1082,11,39.0,153,10.94
1083,10,61.0,153,17.8632
1084,1,2.0,153,2.0
1085,7,865.0,154,162.0382
1086,6,288.0,154,118.22
1087,9,739.0,154,147.5892
1088,10,155.0,154,40.0462
1089,11,62.0,154,17.65
1090,1,29.0,154,29.0
1091,6,202.0,155,66.79
1092,7,1488.0,155,225.1944
1096,9,356.0,155,63.1862
1097,11,80.0,155,19.0
1093,10,40.0,155,12.78
1098,1,5.0,155,5.0
1099,7,8180.0002,156,1266.1537
1100,11,298.0,156,81.76
1094,8,76.0,155,17.347
1101,6,665.0,156,214.6621
1095,12,22.0,155,5.48
1102,8,611.0,156,108.527
1108,12,65.0,157,24.4236
1109,6,481.0,157,196.77
1110,9,753.0,157,136.7586
1117,7,890.0,158,161.5544
1111,10,217.0,157,61.1498
1118,9,588.0,158,123.4829
1103,9,1132.0,156,212.3432
1001,1,10.0,142,10.0
1119,10,135.0,158,33.0514
1120,6,141.0,158,60.6
1123,8,115.0,158,25.0
1104,12,135.0,156,38.1636
1112,5,347.0,157,84.5569
1105,10,69.0,156,15.6093
1121,12,9.0,158,4.3
1122,11,40.0,158,11.15
1124,5,94.0,158,23.68
1126,1,10.0,158,10.0
1113,7,4884.0,157,813.0974
1125,14,20.0,158,5.5
1114,11,124.0,157,37.27
1106,1,121.0,156,79.0
1127,6,260.0,159,135.33
1128,7,1373.0,159,211.4944
1137,6,577.0,160,274.4421
1134,15,6.0,159,1.85
1115,1,14.0,157,14.0
1129,12,4.0,159,2.02
1130,8,32.0,159,7.3446
1138,12,58.0,160,19.76
1131,9,629.0,159,128.267
1139,10,89.0,160,23.8738
1135,14,10.0,159,5.0
1002,14,10.0,142,5.0
1132,11,82.0,159,25.94
1133,10,36.0,159,13.2432
1136,5,47.0,159,11.94
1116,8,226.0,157,28.734
1107,5,27.0,156,7.1653
1140,7,2390.0,160,323.8283
1142,9,349.0,160,58.7456
1141,11,44.0,160,12.53
1144,8,115.0,160,25.0
1146,10,25.0,161,6.81
1147,8,32.0,161,7.3422
1143,5,101.0,160,26.2706
1148,6,198.0,161,103.77
1145,1,5.0,160,5.0
1149,7,945.0,161,148.4714
1150,9,370.0,161,61.7719
1151,12,38.0,161,17.99
1154,8,236.0,162,48.6711
1155,6,172.0,162,89.56
1156,7,1345.0,162,179.9514
1157,12,34.0,162,12.03
1267,10,165.0,175,44.7497
1268,8,218.0,175,50.0
1152,14,10.0,161,5.0
1159,5,27.0,162,7.1653
1269,6,385.0,175,161.6121
1272,11,119.0,175,70.83
1270,12,63.0,175,23.54
1160,11,22.0,162,7.0
1273,1,2.0,175,2.0
1274,9,304.0,175,48.0
1275,14,30.0,175,10.5
1280,6,340.0,176,85.07
1276,5,56.0,175,12.34
1158,9,1172.0,162,189.1091
1271,7,1014.0,175,218.2878
1161,14,10.0,162,5.0
1278,10,142.0,176,29.7682
1279,12,24.0,176,8.69
1281,8,44.0,176,10.0
1282,1,2.0,176,2.0
1277,7,3085.0,176,449.5415
1285,7,4365.0,177,796.4747
1153,10,110.0,162,28.3668
1162,1,5.0,162,5.0
1283,11,41.0,176,13.15
1286,6,613.0,177,236.9
1284,9,491.0,176,82.7653
1287,1,20.0,177,20.0
1289,12,193.0,177,77.68
1291,11,87.0,177,37.61
1288,9,1040.0,177,177.8092
1290,10,151.0,177,29.8297
1163,6,790.0,163,281.3742
1164,8,192.0,163,27.04
1292,8,528.0,177,115.0
1165,7,3766.0,163,521.0665
1293,5,247.0,177,69.9966
1295,9,780.0,178,162.0986
1294,15,6.0,177,1.85
1296,7,3522.0,178,691.9048
1297,12,97.0,178,28.35
1166,9,1348.0,163,214.8338
1298,6,798.0,178,252.16
1304,9,713.0,179,142.281
1302,5,54.0,178,14.3322
1305,1,5.0,179,5.0
1299,10,403.0,178,100.9055
1306,6,916.0,179,165.21
1307,12,65.0,179,21.5118
1313,10,264.0,180,70.3885
1308,15,12.0,179,3.7
1167,12,43.0,163,12.1
1309,10,119.0,179,26.6423
1310,11,77.0,179,28.33
1168,11,79.0,163,21.94
1311,8,110.0,179,25.0
1314,9,917.0,180,166.4731
1312,7,350.0,179,58.96
1300,11,173.0,178,59.47
1169,14,10.0,163,5.0
1315,7,2441.0,180,504.0809
1301,1,48.0,178,48.0
1320,1,7.0,180,7.0
1316,6,585.0,180,237.44
1317,12,20.0,180,9.65
1322,12,7.0,181,3.33
1170,5,659.0,163,142.24
1171,10,117.0,163,31.7158
1321,5,110.0,180,24.0
1323,6,440.0,181,156.9221
1324,10,162.0,181,43.2494
1303,14,10.0,178,5.0
1318,11,148.0,180,44.59
1325,1,2.0,181,2.0
1326,7,380.0,181,74.0855
1172,7,3731.0,164,536.6323
1173,5,530.0,164,96.76
1174,12,77.0,164,27.64
1327,9,387.0,181,66.3309
1175,6,400.0,164,199.19
1328,7,2670.0,182,457.9756
1329,6,318.0,182,92.81
1319,8,340.0,180,44.08
1176,10,269.0,164,62.7403
1177,9,728.0,164,147.804
1330,10,136.0,182,28.7606
1333,9,470.0,182,82.3742
1331,1,1.0,182,1.0
1332,12,21.0,182,5.83
1334,10,162.0,183,41.546
1335,6,572.0,183,177.02
1336,7,2344.0,183,445.7331
1337,12,11.0,183,3.8
1338,1,5.0,183,5.0
1339,9,833.0,183,153.406
1340,8,44.0,183,10.0
1341,11,30.0,183,23.0
1342,7,9165.0,184,1596.5982
1178,8,22.0,164,5.0
1343,10,247.0,184,61.9256
1179,1,18.0,164,18.0
1344,6,395.0,184,171.17
1346,11,309.0,184,135.64
1345,9,2465.0,184,445.4941
1351,7,3795.0,185,673.08
1348,12,40.0,184,14.49
1352,12,42.0,185,15.4665
1353,8,485.0,185,111.0
1354,1,20.0,185,20.0
1355,6,349.0,185,113.05
1356,9,225.0,185,43.3778
1361,6,282.0,186,104.5121
1357,10,210.0,185,48.1957
1347,8,340.0,184,44.08
1349,1,15.0,184,15.0
1350,5,27.0,184,7.1669
1358,11,93.0,185,44.21
1362,9,273.0,186,50.375
1369,7,892.0,187,166.6991
1370,10,198.0,187,55.0146
1371,8,69.0,187,18.0
1372,12,41.0,187,13.38
1180,11,41.0,164,12.15
1363,10,111.0,186,31.6723
1359,5,27.0,185,7.1669
1360,14,20.0,185,5.5
1373,6,161.0,187,74.1
1364,7,890.0,186,181.6881
1374,1,6.0,187,6.0
1365,11,154.0,186,60.88
1375,9,622.0,187,103.4276
1376,11,77.0,187,35.06
1383,9,636.0,188,108.2338
1366,12,86.0,186,22.933
1378,10,114.0,188,27.3869
1368,14,10.0,186,4.93
1367,1,10.0,186,10.0
1379,7,1660.0,188,298.1691
1380,6,238.0,188,111.49
1381,12,52.0,188,15.4
1181,14,20.0,164,5.5
1384,11,84.0,188,34.0
1386,7,710.0,189,132.0982
1385,1,6.0,188,6.0
1382,8,54.0,188,15.54
1387,6,521.0,189,211.8
1377,14,20.0,187,5.5
1388,10,204.0,189,54.9537
1389,9,425.0,189,70.695
1390,11,131.0,189,51.31
1391,12,56.0,189,18.0065
1392,14,30.0,189,10.5
1397,11,103.0,190,38.72
1398,12,32.0,190,9.48
1399,14,13.0,190,3.0
1400,12,52.0,191,19.73
1401,6,850.0,191,276.57
1393,7,1450.0,190,294.0182
1394,6,438.0,190,175.19
1395,10,227.0,190,57.9719
1396,9,878.0,190,162.624
1182,10,238.0,165,60.6869
1183,7,2643.0,165,491.3427
1184,6,307.0,165,102.29
1185,11,162.0,165,49.56
1186,9,1319.0,165,228.0865
1187,5,54.0,165,14.3306
1188,1,150.0,165,136.0
1189,12,37.0,165,8.23
1190,8,132.0,165,30.0
1191,7,1257.9998,166,42.4613
1192,6,124.0,166,70.09
1193,10,72.0,166,18.4927
1194,14,10.0,166,5.0
1195,8,115.0,166,25.0
1196,5,40.0,166,13.34
1197,12,23.0,166,9.41
1198,9,38.0,166,5.5002
1199,6,435.0,167,213.6921
1200,10,118.0,167,30.2206
1201,7,920.0,167,153.561
1202,12,34.0,167,8.93
1203,1,3.0,167,3.0
1204,9,470.0,167,70.552
1205,11,22.0,167,6.83
1206,14,20.0,167,10.0
1207,10,176.0,168,41.3182
1208,5,40.0,168,13.34
1209,6,179.0,168,61.35
1210,7,1795.0,168,296.261
1211,9,598.0,168,95.3902
1212,1,10.0,168,10.0
1213,12,16.0,168,4.24
1214,11,62.0,168,16.73
1215,6,268.0,169,137.1321
1216,7,1895.0,169,296.53
1217,10,306.0,169,72.0528
1218,9,1047.0,169,166.506
1219,12,60.0,169,21.5218
1220,1,4.0,169,4.0
1221,11,96.0,169,43.56
1222,14,10.0,169,5.0
1223,11,259.0,170,160.09
1224,7,5215.0,170,633.091
1225,6,533.0,170,177.8221
1226,10,368.0,170,90.2904
1227,12,68.0,170,21.86
1402,11,252.0,191,82.25
1228,9,2249.0,170,340.4279
1403,10,127.0,191,33.5164
1404,14,33.0,191,7.0
1405,7,2189.0,191,430.8882
1406,9,1068.0,191,191.2213
1407,1,23.0,191,23.0
1409,6,822.0,192,298.05
1408,8,407.0,191,103.08
1412,12,118.0,192,34.1656
1413,10,225.0,192,62.0383
1410,7,2918.0,192,560.72
1411,9,833.0,192,149.2407
1419,9,384.0,193,79.2309
1418,1,30.0,192,30.0
1414,11,183.0,192,60.35
1415,8,230.0,192,50.0
1416,14,30.0,192,8.5
1420,1,11.0,193,11.0
1421,6,160.0,193,80.3
1426,14,20.0,193,5.5
1422,12,43.0,193,15.06
1427,10,17.0,193,4.9804
1423,7,390.0,193,83.64
1425,11,39.0,193,10.94
1229,8,638.0,170,135.0
1424,5,40.0,193,13.34
1230,1,44.0,170,44.0
1417,5,249.0,192,58.5207
1428,7,1670.0,194,339.01
1436,14,20.0,194,4.0
1437,11,100.0,195,37.21
1429,6,338.0,194,115.11
1430,10,150.0,194,42.0673
1431,12,98.0,194,29.48
1432,11,153.0,194,56.84
1435,1,10.0,194,10.0
1438,7,653.0,195,164.7655
1439,12,79.0,195,23.8
1433,5,25.0,194,3.17
1440,6,486.0,195,176.13
1441,14,33.0,195,9.0
1442,10,40.0,195,10.3923
1443,9,583.0,195,95.3145
1444,1,1.0,195,1.0
1445,6,597.0,196,182.5
1449,7,1060.0,196,216.19
1446,1,11.0,196,11.0
1450,11,118.0,196,54.56
1447,5,217.0,196,32.1669
1451,9,419.0,196,74.3883
1448,12,41.0,196,14.78
1452,10,103.0,196,31.6812
1453,7,1600.0,197,325.98
1454,9,439.0,197,78.7267
1455,6,280.0,197,92.75
1456,10,377.0,197,98.1378
1457,11,221.0,197,90.27
1458,1,16.0,197,16.0
1468,8,92.0,198,24.0
1434,9,311.0,194,51.9691
1460,10,205.0,198,51.612
1461,12,53.0,198,19.32
1462,7,3575.0,198,722.1899
1459,12,78.0,197,21.69
1463,1,17.0,198,17.0
1477,10,211.0,200,53.9086
1464,6,474.0,198,182.21
1465,9,1421.0,198,256.7515
1478,9,1090.0,200,212.0985
1479,6,428.0,200,167.38
1480,7,752.0,200,151.7799
1485,6,541.0,201,223.38
1481,12,33.0,200,8.5556
1466,11,297.0,198,104.65
1482,1,1.0,200,1.0
1231,6,217.0,171,112.1421
1476,1,3.0,199,3.0
1232,9,1956.0,171,303.5656
1233,14,20.0,171,10.0
1234,7,3010.0,171,393.6202
1502,7,1785.0,204,375.77
1235,10,84.0,171,23.4923
1503,6,422.0,204,155.42
1486,10,217.0,201,61.3969
1504,10,197.0,204,49.0329
1511,10,164.0,205,41.8268
1236,12,38.0,171,11.0618
1510,11,15.0,204,11.5
1483,14,20.0,200,4.0
1512,9,2290.0,205,386.8216
1487,7,915.0,201,169.6399
1488,11,149.0,201,94.16
1469,10,269.0,199,72.0655
1470,6,675.0,199,261.0221
1237,11,136.0,171,75.07
1513,6,749.0,205,244.81
1471,9,733.0,199,128.8579
1492,9,1072.0,203,194.6688
1493,6,918.0,203,380.4121
1472,7,4253.0,199,779.11
1494,10,726.0,203,182.2636
1495,7,3995.0,203,774.9098
1484,5,220.0,200,55.0
1496,11,345.0,203,155.37
1467,14,33.0,198,9.0
1489,12,27.0,201,7.2
1473,12,75.0,199,25.2778
1505,9,719.0,204,129.0445
1506,1,26.0,204,26.0
1518,14,20.0,205,4.0
1521,7,1955.0,206,349.2698
1238,1,3.0,171,3.0
1517,1,31.0,205,31.0
1497,12,18.0,203,6.53
1514,11,115.0,205,67.0
1519,8,552.0,205,144.0
1522,6,194.0,206,68.4
1507,12,55.0,204,13.79
1501,15,36.0,203,11.1
1498,1,31.0,203,31.0
1474,11,169.0,199,62.03
1475,14,53.0,199,14.0
1499,8,208.0,203,54.0
1490,1,18.0,201,18.0
1515,7,3520.0,205,663.79
1520,5,190.0,205,30.0
1523,9,76.0,206,12.2482
1524,10,194.0,206,48.5767
1525,12,29.0,206,9.0
1500,14,30.0,203,10.5
1529,15,12.0,206,3.7
1526,11,72.0,206,34.42
1491,9,389.0,201,71.9548
1527,8,255.0,206,33.06
1528,1,2.0,206,2.0
1516,12,31.0,205,10.27
1239,6,606.0,172,208.83
1240,7,430.0,172,48.28
1241,10,228.0,172,56.6239
1242,11,157.0,172,53.24
1530,7,1300.0,208,255.4498
1531,11,113.0,208,49.73
1243,14,10.0,172,5.0
1532,10,226.0,208,63.6869
1508,8,240.0,204,5.04
1533,1,17.0,208,17.0
1537,12,80.0,208,22.61
1534,6,503.0,208,214.07
1538,8,87.0,208,21.68
1244,12,20.0,172,8.3018
1245,9,788.0,172,129.5977
1545,9,345.0,209,55.6646
1544,6,257.0,209,99.73
1539,7,1023.0,209,191.0098
1540,12,37.0,209,13.22
1535,14,40.0,208,15.43
1246,1,20.0,172,20.0
1546,8,75.0,209,18.95
1547,5,340.0,209,81.7
1536,9,961.0,208,172.6515
1541,10,137.0,209,32.0883
1548,6,203.0,210,100.88
1509,5,800.0,204,114.2
1542,11,59.0,209,25.06
1543,14,20.0,209,5.5
1247,8,22.0,172,5.0
1549,7,890.0,210,163.31
1550,1,10.0,210,10.0
1578,12,124.0,213,46.06
1551,12,64.0,210,26.27
1579,8,620.0,213,119.14
1580,9,1509.0,213,261.7039
1627,1,40.0,218,40.0
1628,7,3185.0,219,629.02
1629,10,333.0,219,91.0665
1630,6,817.0,219,276.92
1581,10,165.0,213,39.65
1582,11,196.0,213,68.83
1631,12,42.0,219,13.2578
1632,9,840.0,219,142.6026
1552,10,133.0,210,30.5928
1634,8,385.0,219,116.05
1248,11,74.0,173,29.87
1249,9,256.0,173,48.0551
1250,7,765.0,173,165.4902
1251,6,266.0,173,121.71
1584,14,10.0,213,3.0
1553,11,99.0,210,37.44
1554,14,10.0,210,4.93
1252,10,106.0,173,27.5605
1253,14,30.0,173,10.5
1633,11,89.0,219,38.53
1555,8,182.0,210,46.0
1635,5,180.0,219,40.0
1556,9,396.0,210,71.1464
1636,1,9.0,219,9.0
1637,7,4945.0,220,928.99
1638,6,666.0,220,229.14
1583,1,26.0,213,26.0
1557,5,136.0,210,39.02
1639,9,617.0,220,120.0067
1254,12,10.0,173,4.56
1640,11,59.0,220,25.16
1585,6,430.0,214,149.6742
1255,8,46.0,173,6.84
1586,12,97.0,214,26.3068
1587,10,285.0,214,67.403
1256,5,40.0,173,13.34
1588,7,1700.0,214,311.65
1589,1,40.0,214,40.0
1257,1,14.0,173,14.0
1590,11,137.0,214,48.27
1558,6,638.0,211,225.2321
1258,10,75.0,174,16.9297
1259,6,360.0,174,173.5
1559,10,258.0,211,68.4891
1560,7,2030.0,211,354.29
1260,5,117.0,174,32.6661
1261,7,2340.0,174,369.6504
1262,8,161.0,174,32.54
1561,12,49.0,211,22.88
1263,12,46.0,174,16.09
1264,1,21.0,174,21.0
1562,11,49.0,211,28.32
1265,9,311.0,174,53.4846
1563,14,13.0,211,3.0
1564,9,917.0,211,152.9458
1565,1,8.0,211,8.0
1266,11,37.0,174,18.33
1566,15,24.0,211,7.4
1567,7,2221.0,212,420.4598
1568,6,218.0,212,92.66
1641,10,223.0,220,60.65
1569,12,30.0,212,11.5978
1642,12,122.0,220,33.1478
1643,5,450.0,220,112.0
1570,5,58.0,212,10.0
1571,8,105.0,212,15.0
1644,15,12.0,220,3.7
1572,9,903.0,212,151.9895
1573,1,6.0,212,6.0
1645,8,246.0,220,82.02
1647,14,10.0,220,5.0
1646,1,32.0,220,32.0
1648,10,300.0,221,74.07
1649,6,379.0,221,130.35
1650,9,615.0,221,102.446
1651,12,21.0,221,7.72
1574,10,23.0,212,6.82
1652,7,563.0,221,127.17
1653,11,105.0,221,30.99
1654,1,12.0,221,12.0
1730,7,1292.0,230,262.38
1797,11,105.0,238,36.0
1668,5,27.0,223,7.1669
1669,9,615.0,223,101.9739
1826,1,32.0,241,32.0
1827,8,446.0,242,73.98
1798,5,20.0,238,6.6463
1575,11,59.0,212,25.06
1799,1,11.0,238,11.0
1670,12,51.0,223,18.52
1828,6,444.0,242,174.63
1731,12,17.0,230,3.72
1800,9,439.0,239,80.3496
1801,12,36.0,239,11.77
1802,6,764.0,239,221.1421
1591,9,135.0,214,27.7701
1592,8,105.0,214,15.0
1803,10,250.0,239,66.62
1829,7,2053.0,242,469.68
1593,7,1175.0,215,236.51
1830,10,213.0,242,55.407
1594,6,367.0,215,141.9321
1595,12,38.0,215,12.2
1655,8,100.0,221,35.01
1596,10,80.0,215,22.4191
1597,11,61.0,215,21.23
1598,1,13.0,215,13.0
1732,11,155.0,231,61.94
1733,14,60.0,231,13.5
1599,9,173.0,215,35.7386
1734,10,163.0,231,40.97
1735,6,270.0,231,117.26
1656,6,411.0,222,172.49
1657,10,22.0,222,4.87
1658,7,2050.0,222,437.88
1804,7,1851.0,239,383.92
1576,7,6206.0,213,1097.49
1577,6,431.0,213,205.9
1831,12,33.0,242,10.5
1659,12,15.0,222,4.58
1834,7,1461.0,243,357.2
1835,6,368.0,243,133.09
1736,1,38.0,231,38.0
1836,12,52.0,243,15.96
1660,9,971.0,222,160.3106
1805,1,19.0,239,19.0
1671,8,46.0,223,12.0
1839,1,15.0,243,15.0
1833,1,2.0,242,2.0
1737,7,2047.0,231,376.19
1600,5,84.0,215,18.51
1661,14,10.0,222,3.0
1738,9,311.0,231,51.5892
1840,6,409.0,244,122.49
1841,7,1185.0,244,304.73
1601,8,264.0,215,60.0
1837,10,105.0,243,25.15
1739,12,23.0,231,8.48
1806,11,128.0,239,37.44
1740,8,57.0,231,18.9
1842,10,203.0,244,50.47
1832,9,342.0,242,55.5
1844,11,86.0,244,37.44
1807,8,19.0,239,5.38
1843,12,45.0,244,14.74
1847,8,16.0,244,3.67
1662,8,123.0,222,41.01
1663,1,37.0,222,37.0
1845,9,731.0,244,131.2002
1848,14,10.0,244,3.0
1602,6,564.0,216,211.2921
1603,12,89.0,216,33.1
1604,10,166.0,216,39.36
1838,9,1128.0,243,186.26
1855,11,110.0,245,32.21
1846,1,10.0,244,10.0
1857,6,542.0,246,138.4
1605,7,1260.0,216,269.42
1858,12,67.0,246,20.78
1672,1,1.0,223,1.0
1859,5,27.0,246,7.1669
1860,7,1587.0,246,361.91
1861,9,954.0,246,161.7303
1863,14,20.0,246,5.5
1862,10,193.0,246,45.85
1864,1,6.0,246,6.0
1865,11,106.0,246,32.33
1867,12,65.0,247,19.99
1606,11,56.0,216,23.83
1849,6,407.0,245,179.2
1607,14,10.0,216,4.93
1664,11,44.0,222,13.83
1608,9,380.0,216,60.7458
1850,12,43.0,245,18.44
1673,11,247.0,224,122.15
1674,10,113.0,224,27.69
1675,14,10.0,224,4.93
1665,6,606.0,223,235.0
1666,7,3446.0,223,638.92
1676,7,2700.0,224,532.52
1866,8,38.0,246,10.76
1667,10,465.0,223,137.2583
1677,9,622.0,224,102.1198
1678,1,34.0,224,34.0
1679,6,221.0,224,109.84
1868,5,188.0,247,45.4901
1851,10,167.0,245,48.4487
1680,8,752.0,224,214.02
1869,6,693.0,247,231.23
1852,1,1.0,245,1.0
1853,9,1064.0,245,178.6101
1870,9,2503.0,247,462.3806
1609,5,260.0,216,110.0
1741,9,5358.0,232,878.7369
1681,12,15.0,224,4.11
1742,1,440.0,232,440.0
1743,7,2563.0,232,542.4
1871,14,20.0,247,9.86
1744,10,176.0,232,47.6787
1854,7,2580.0,245,535.17
1745,6,372.0,232,125.01
1872,11,299.0,247,120.48
1873,8,856.0,247,241.12
1875,10,122.0,247,30.5087
1874,7,3980.0,247,945.52
1856,5,250.0,245,57.5238
1610,7,1250.0,217,247.81
1611,9,609.0,217,102.8998
1612,6,667.0,217,179.9521
1613,11,59.0,217,26.39
1614,14,50.0,217,11.0
1615,10,371.0,217,97.7457
1808,6,820.0,240,203.65
1809,7,3307.0,240,685.38
1616,8,19.0,217,6.0
1810,10,151.0,240,46.9882
1811,1,22.0,240,22.0
1746,11,15.0,232,11.5
1617,12,20.0,217,5.83
1812,12,31.0,240,9.54
1682,9,290.0,225,51.6099
1683,10,222.0,225,58.3966
1684,1,86.0,225,86.0
1813,9,850.0,240,143.4301
1618,1,3.0,217,3.0
1685,7,4710.0,225,808.76
1686,6,313.0,225,126.44
1687,12,85.0,225,26.59
1814,11,89.0,240,42.11
1688,11,149.0,225,45.99
1619,5,250.0,217,42.0
1747,6,486.0,233,165.8021
1748,10,191.0,233,51.78
1749,7,2108.0,233,404.92
1750,1,16.0,233,16.0
1815,8,152.0,240,47.85
1689,8,126.0,225,33.09
1751,9,594.0,233,106.4598
1752,12,74.0,233,20.98
1620,7,2215.0,218,476.79
1621,10,263.0,218,62.9091
1622,11,129.0,218,40.97
1623,6,325.0,218,129.03
1753,11,72.0,233,26.76
1690,5,112.0,225,24.68
1624,9,446.0,218,76.2693
1625,5,120.0,218,24.0
1816,5,166.0,240,39.0138
1754,14,40.0,233,9.5
1626,12,40.0,218,12.48
1817,14,20.0,240,5.5
1691,10,417.0,226,96.7448
1692,6,638.0,226,267.0321
1693,12,106.0,226,34.6978
1694,7,6273.0,226,1164.36
1695,11,165.0,226,65.59
1818,6,632.0,241,200.13
1819,7,3730.0,241,763.07
1820,10,348.0,241,89.9682
1696,8,690.0,226,235.05
1697,9,681.0,226,109.8494
1821,8,640.0,241,190.2
1822,5,1216.0,241,254.6557
1823,9,1168.0,241,189.9101
1824,11,225.0,241,91.45
1755,5,84.0,233,18.51
1756,9,631.0,234,125.2897
1757,7,2078.0,234,418.7
1758,12,44.0,234,11.09
1759,6,418.0,234,157.2221
1698,5,664.0,226,147.3752
1760,10,210.0,234,50.02
1761,11,45.0,234,34.5
1699,1,13.0,226,13.0
1762,5,87.0,234,19.1669
1700,7,4125.0,227,804.22
1701,6,720.0,227,236.7921
1702,9,283.0,227,47.8195
1703,10,193.0,227,53.0983
1704,12,21.0,227,6.07
1705,11,108.0,227,31.96
1706,1,19.0,227,19.0
1707,14,40.0,227,8.0
1876,1,159.0,247,159.0
1708,8,1104.0,227,288.0
1709,7,1688.0,228,346.89
1710,6,482.0,228,153.19
1711,5,28.0,228,6.17
1712,9,384.0,228,70.7904
1877,6,527.0,248,180.9421
1878,9,861.0,248,150.1207
1879,5,281.0,248,58.1563
1713,8,400.0,228,140.04
1882,12,38.0,248,14.98
1880,1,20.0,248,20.0
1714,12,16.0,228,4.33
1715,11,30.0,228,23.0
1881,7,5095.0,248,1075.66
1886,14,20.0,248,5.5
1716,10,12.0,228,3.68
1887,10,178.0,249,36.175
1885,8,170.0,248,22.04
1888,6,491.0,249,200.33
1889,7,1200.0,249,291.24
1883,10,275.0,248,65.7091
1890,11,113.0,249,44.77
1891,9,654.0,249,116.2202
1763,1,20.0,234,20.0
1764,11,37.0,235,18.33
1765,6,248.0,235,124.77
1766,7,2154.0,235,388.78
1767,12,42.0,235,13.43
1768,10,250.0,235,59.6882
1892,8,186.0,249,56.78
1769,9,383.0,235,87.1295
1893,12,25.0,249,9.53
1894,9,982.0,250,170.2504
1895,6,416.0,250,117.0
1896,7,1498.0,250,325.26
1897,12,20.0,250,5.2
1901,9,1472.0,251,239.7701
1717,6,671.0,229,217.54
1898,11,60.0,250,46.0
1718,10,113.0,229,28.8366
1770,1,19.0,235,19.0
1902,10,215.0,251,49.645
1903,12,37.0,251,8.7378
1719,7,635.0,229,146.89
1899,1,10.0,250,10.0
1904,6,676.0,251,210.31
1771,8,46.0,235,12.0
1900,10,50.0,250,11.475
1905,7,1195.0,251,322.19
1884,11,159.0,248,51.34
1906,11,79.0,251,29.75
1825,12,87.0,241,31.33
1720,12,29.0,229,9.9
1909,7,1875.0,252,486.98
1907,1,2.0,251,2.0
1910,11,69.0,252,35.11
1911,1,10.0,252,10.0
1912,6,554.0,252,230.49
1913,10,241.0,252,59.82
1721,9,235.0,229,41.1994
1917,6,539.0,253,251.4621
1914,9,1415.0,252,271.0102
1915,12,45.0,252,18.2178
1772,5,800.0,235,32.0
